district,Month_Num,Rainfall_mm,Year,Temperature_C,Soil_Recharge_Factor,Groundwater_Level_mBGL,,,District
Mahabubabad,December,21.4,2024,23.5,0.52,3.56983871,,,MAHABUBABAD
Mahabubnagar,January,0,2023,24,0.46,6.3982,,,MAHABUBNAGAR
Mahabubnagar,February,0,2023,26,0.46,7.4684,,,MAHABUBNAGAR
Mahabubnagar,March,51,2023,30,0.46,7.9944,,,MAHABUBNAGAR
Mahabubnagar,April,71,2023,34,0.46,9.3042,,,MAHABUBNAGAR
Mahabubnagar,May,54.8,2023,37,0.46,9.019,,,MAHABUBNAGAR
Mahabubnagar,June,53.9,2023,33,0.46,9.3238,,,MAHABUBNAGAR
Mahabubnagar,July,125,2023,30,0.46,8.0268,,,MAHABUBNAGAR
Mahabubnagar,August,37.8,2023,29,0.46,5.874615385,,,MAHABUBNAGAR
Mahabubnagar,September,145.8,2023,30,0.46,5.168076923,,,MAHABUBNAGAR
Mahabubnagar,October,9.1,2023,29,0.46,3.734230769,,,MAHABUBNAGAR
Mahabubnagar,November,47.2,2023,26,0.46,4.218846154,,,MAHABUBNAGAR
Mahabubnagar,December,0,2023,24,0.46,4.138846154,,,MAHABUBNAGAR
Mahabubnagar,January,0,2024,24.5,0.46,6.3982,,,MAHABUBNAGAR
Mahabubnagar,February,0,2024,26.5,0.46,7.4684,,,MAHABUBNAGAR
Mahabubnagar,March,1.5,2024,30.5,0.46,7.9944,,,MAHABUBNAGAR
Mahabubnagar,April,7.7,2024,34.5,0.46,9.3042,,,MAHABUBNAGAR
Mahabubnagar,May,68.3,2024,37.5,0.46,9.019,,,MAHABUBNAGAR
Mahabubnagar,June,75.8,2024,33.5,0.46,9.3238,,,MAHABUBNAGAR
Mahabubnagar,July,57.3,2024,30.5,0.46,8.0268,,,MAHABUBNAGAR
Mahabubnagar,August,89.2,2024,29.5,0.46,5.874615385,,,MAHABUBNAGAR
Mahabubnagar,September,121.4,2024,30.5,0.46,5.168076923,,,MAHABUBNAGAR
Mahabubnagar,October,30.4,2024,29.5,0.46,3.734230769,,,MAHABUBNAGAR
Mahabubnagar,November,2.8,2024,26.5,0.46,4.218846154,,,MAHABUBNAGAR
Mahabubnagar,December,5.9,2024,24.5,0.46,4.138846154,,,MAHABUBNAGAR
Mancherial,January,0,2023,22,0.62,4.896,,,MANCHERIAL
Mancherial,February,0,2023,24,0.62,5.9532,,,MANCHERIAL
Mancherial,March,36.9,2023,28,0.62,6.0556,,,MANCHERIAL
Mancherial,April,16.6,2023,32,0.62,6.9616,,,MANCHERIAL
Mancherial,May,68.6,2023,35,0.62,7.2868,,,MANCHERIAL
Mancherial,June,54.3,2023,31,0.62,7.0332,,,MANCHERIAL
Mancherial,July,131.3,2023,28,0.62,5.552,,,MANCHERIAL
Mancherial,August,84.1,2023,27,0.62,3.3516,,,MANCHERIAL
Mancherial,September,140.5,2023,28,0.62,2.8204,,,MANCHERIAL
Mancherial,October,26.2,2023,27,0.62,3.0432,,,MANCHERIAL
Mancherial,November,12.3,2023,24,0.62,3.8488,,,MANCHERIAL
Mancherial,December,4.5,2023,22,0.62,4.6784,,,MANCHERIAL
Mancherial,January,0.2,2024,22.5,0.62,4.896,,,MANCHERIAL
Mancherial,February,8.8,2024,24.5,0.62,5.9532,,,MANCHERIAL
Mancherial,March,11.2,2024,28.5,0.62,6.0556,,,MANCHERIAL
Mancherial,April,9.5,2024,32.5,0.62,6.9616,,,MANCHERIAL
Mancherial,May,46.4,2024,35.5,0.62,7.2868,,,MANCHERIAL
Mancherial,June,69.5,2024,31.5,0.62,7.0332,,,MANCHERIAL
Mancherial,July,152.3,2024,28.5,0.62,5.552,,,MANCHERIAL
Mancherial,August,60.1,2024,27.5,0.62,3.3516,,,MANCHERIAL
Mancherial,September,118.6,2024,28.5,0.62,2.8204,,,MANCHERIAL
Mancherial,October,29.1,2024,27.5,0.62,3.0432,,,MANCHERIAL
Mancherial,November,41.2,2024,24.5,0.62,3.8488,,,MANCHERIAL
Mancherial,December,52.2,2024,22.5,0.62,4.6784,,,MANCHERIAL
Medak,January,2.9,2023,23,0.64,10.63576271,,,MEDAK
Medak,February,0,2023,25,0.64,11.86610169,,,MEDAK
Medak,March,86.2,2023,29,0.64,13.62169492,,,MEDAK
Medak,April,59.7,2023,33,0.64,14.72169492,,,MEDAK
Medak,May,47.4,2023,36,0.64,12.78915254,,,MEDAK
Medak,June,48.9,2023,32,0.64,12.83355932,,,MEDAK
Medak,July,144.1,2023,29,0.64,11.94728814,,,MEDAK
Medak,August,34.4,2023,28,0.64,9.425,,,MEDAK
Medak,September,135.4,2023,29,0.64,8.810344828,,,MEDAK
Medak,October,5.7,2023,28,0.64,6.86862069,,,MEDAK
Medak,November,60.5,2023,25,0.64,6.848275862,,,MEDAK
Medak,December,3.6,2023,23,0.64,8.151355932,,,MEDAK
Medak,January,0.1,2024,23.5,0.64,10.63576271,,,MEDAK
Medak,February,0.5,2024,25.5,0.64,11.86610169,,,MEDAK
Medak,March,37.6,2024,29.5,0.64,13.62169492,,,MEDAK
Medak,April,36.1,2024,33.5,0.64,14.72169492,,,MEDAK
Medak,May,80,2024,36.5,0.64,12.78915254,,,MEDAK
Medak,June,97.2,2024,32.5,0.64,12.83355932,,,MEDAK
Medak,July,56,2024,29.5,0.64,11.94728814,,,MEDAK
Medak,August,123.4,2024,28.5,0.64,9.425,,,MEDAK
Medak,September,165.1,2024,29.5,0.64,8.810344828,,,MEDAK
Medak,October,34.4,2024,28.5,0.64,6.86862069,,,MEDAK
Medak,November,37.5,2024,25.5,0.64,6.848275862,,,MEDAK
Medak,December,60,2024,23.5,0.64,8.151355932,,,MEDAK
Medchal Malkajgiri,January,3.8,2023,23,0.58,7.705813953,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,February,0,2023,25,0.58,9.07627907,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,March,78.1,2023,29,0.58,9.597906977,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,April,73.4,2023,33,0.58,10.19581395,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,May,80.6,2023,36,0.58,9.948604651,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,June,47.5,2023,32,0.58,10.90139535,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,July,92.1,2023,29,0.58,10.17068182,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,August,48.5,2023,28,0.58,5.31627907,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,September,143.4,2023,29,0.58,5.093636364,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,October,0.2,2023,28,0.58,3.944651163,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,November,28.5,2023,25,0.58,5.040930233,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,December,5.9,2023,23,0.58,6.417674419,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,January,0,2024,23.5,0.58,7.705813953,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,February,1.9,2024,25.5,0.58,9.07627907,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,March,0.9,2024,29.5,0.58,9.597906977,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,April,6.1,2024,33.5,0.58,10.19581395,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,May,108.6,2024,36.5,0.58,9.948604651,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,June,83.8,2024,32.5,0.58,10.90139535,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,July,57.1,2024,29.5,0.58,10.17068182,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,August,88.7,2024,28.5,0.58,5.31627907,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,September,88.3,2024,29.5,0.58,5.093636364,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,October,50.8,2024,28.5,0.58,3.944651163,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,November,24.9,2024,25.5,0.58,5.040930233,,,MEDCHAL MALKAJGIRI
Medchal Malkajgiri,December,31,2024,23.5,0.58,6.417674419,,,MEDCHAL MALKAJGIRI
Mulugu,January,0.3,2023,23,0.51,6.661190476,,,MULUGU
Mulugu,February,0,2023,25,0.51,7.755714286,,,MULUGU
Mulugu,March,118.8,2023,29,0.51,8.218571429,,,MULUGU
Mulugu,April,85,2023,33,0.51,8.817209302,,,MULUGU
Mulugu,May,39.4,2023,36,0.51,8.820930233,,,MULUGU
Mulugu,June,30.2,2023,32,0.51,9.014761905,,,MULUGU
Mulugu,July,440,2023,29,0.51,3.962380952,,,MULUGU
Mulugu,August,82.1,2023,28,0.51,4.5916,,,MULUGU
Mulugu,September,86.6,2023,29,0.51,3.013111111,,,MULUGU
Mulugu,October,10,2023,28,0.51,3.635238095,,,MULUGU
Mulugu,November,56.3,2023,25,0.51,5.395714286,,,MULUGU
Mulugu,December,63.1,2023,23,0.51,6.26452381,,,MULUGU
Mulugu,January,0,2024,23.5,0.51,6.661190476,,,MULUGU
Mulugu,February,12.4,2024,25.5,0.51,7.755714286,,,MULUGU
Mulugu,March,6.1,2024,29.5,0.51,8.218571429,,,MULUGU
Mulugu,April,6.6,2024,33.5,0.51,8.817209302,,,MULUGU
Mulugu,May,65.5,2024,36.5,0.51,8.820930233,,,MULUGU
Mulugu,June,121.9,2024,32.5,0.51,9.014761905,,,MULUGU
Mulugu,July,120.9,2024,29.5,0.51,3.962380952,,,MULUGU
Mulugu,August,107.2,2024,28.5,0.51,4.5916,,,MULUGU
Mulugu,September,258.6,2024,29.5,0.51,3.013111111,,,MULUGU
Mulugu,October,57.3,2024,28.5,0.51,3.635238095,,,MULUGU
Mulugu,November,14.1,2024,25.5,0.51,5.395714286,,,MULUGU
Mulugu,December,19.4,2024,23.5,0.51,6.26452381,,,MULUGU
Nagarkurnool,January,1.4,2023,24,0.53,5.1028125,,,NAGARKURNOOL
Nagarkurnool,February,0,2023,26,0.53,5.6421875,,,NAGARKURNOOL
Nagarkurnool,March,30.1,2023,30,0.53,7.027868852,,,NAGARKURNOOL
Nagarkurnool,April,97.5,2023,34,0.53,7.517647059,,,NAGARKURNOOL
Nagarkurnool,May,65.7,2023,37,0.53,7.281451613,,,NAGARKURNOOL
Nagarkurnool,June,46.8,2023,33,0.53,7.333492063,,,NAGARKURNOOL
Nagarkurnool,July,101.4,2023,30,0.53,7.626190476,,,NAGARKURNOOL
Nagarkurnool,August,37.7,2023,29,0.53,5.87875,,,NAGARKURNOOL
Nagarkurnool,September,84.7,2023,30,0.53,4.725625,,,NAGARKURNOOL
Nagarkurnool,October,27.8,2023,29,0.53,3.450625,,,NAGARKURNOOL
Nagarkurnool,November,19.8,2023,26,0.53,3.94875,,,NAGARKURNOOL
Nagarkurnool,December,21.7,2023,24,0.53,4.423125,,,NAGARKURNOOL
Nagarkurnool,January,0,2024,24.5,0.53,5.1028125,,,NAGARKURNOOL
Nagarkurnool,February,0,2024,26.5,0.53,5.6421875,,,NAGARKURNOOL
Nagarkurnool,March,0,2024,30.5,0.53,7.027868852,,,NAGARKURNOOL
Nagarkurnool,April,10.6,2024,34.5,0.53,7.517647059,,,NAGARKURNOOL
Nagarkurnool,May,78.2,2024,37.5,0.53,7.281451613,,,NAGARKURNOOL
Nagarkurnool,June,83.6,2024,33.5,0.53,7.333492063,,,NAGARKURNOOL
Nagarkurnool,July,56.6,2024,30.5,0.53,7.626190476,,,NAGARKURNOOL
Nagarkurnool,August,92.8,2024,29.5,0.53,5.87875,,,NAGARKURNOOL
Nagarkurnool,September,146.8,2024,30.5,0.53,4.725625,,,NAGARKURNOOL
Nagarkurnool,October,46.2,2024,29.5,0.53,3.450625,,,NAGARKURNOOL
Nagarkurnool,November,5.9,2024,26.5,0.53,3.94875,,,NAGARKURNOOL
Nagarkurnool,December,17.1,2024,24.5,0.53,4.423125,,,NAGARKURNOOL
Nalgonda,January,14.1,2023,23,0.55,5.322151899,,,NALGONDA
Nalgonda,February,0,2023,25,0.55,6.153924051,,,NALGONDA
Nalgonda,March,44.9,2023,29,0.55,7.83164557,,,NALGONDA
Nalgonda,April,46.2,2023,33,0.55,7.438432836,,,NALGONDA
Nalgonda,May,70.9,2023,36,0.55,7.75858209,,,NALGONDA
Nalgonda,June,59.8,2023,32,0.55,7.620676692,,,NALGONDA
Nalgonda,July,86,2023,29,0.55,7.691259259,,,NALGONDA
Nalgonda,August,49.5,2023,28,0.55,5.406666667,,,NALGONDA
Nalgonda,September,85.3,2023,29,0.55,5.079756098,,,NALGONDA
Nalgonda,October,24.4,2023,28,0.55,3.371728395,,,NALGONDA
Nalgonda,November,83.6,2023,25,0.55,4.131518987,,,NALGONDA
Nalgonda,December,44.8,2023,23,0.55,4.689620253,,,NALGONDA
Nalgonda,January,0.8,2024,23.5,0.55,5.322151899,,,NALGONDA
Nalgonda,February,15,2024,25.5,0.55,6.153924051,,,NALGONDA
Nalgonda,March,2.7,2024,29.5,0.55,7.83164557,,,NALGONDA
Nalgonda,April,35.4,2024,33.5,0.55,7.438432836,,,NALGONDA
Nalgonda,May,108.9,2024,36.5,0.55,7.75858209,,,NALGONDA
Nalgonda,June,115.2,2024,32.5,0.55,7.620676692,,,NALGONDA
Nalgonda,July,48.7,2024,29.5,0.55,7.691259259,,,NALGONDA
Nalgonda,August,76,2024,28.5,0.55,5.406666667,,,NALGONDA
Nalgonda,September,168.2,2024,29.5,0.55,5.079756098,,,NALGONDA
Nalgonda,October,68.4,2024,28.5,0.55,3.371728395,,,NALGONDA
Nalgonda,November,96.4,2024,25.5,0.55,4.131518987,,,NALGONDA
Nalgonda,December,24.8,2024,23.5,0.55,4.689620253,,,NALGONDA
Narayanpet,January,0,2023,24,0.45,5.405666667,,,NARAYANPET
Narayanpet,February,0,2023,26,0.45,6.013666667,,,NARAYANPET
Narayanpet,March,24.3,2023,30,0.45,6.588,,,NARAYANPET
Narayanpet,April,70.7,2023,34,0.45,7.076333333,,,NARAYANPET
Narayanpet,May,35.3,2023,37,0.45,8.093,,,NARAYANPET
Narayanpet,June,40.1,2023,33,0.45,7.788333333,,,NARAYANPET
Narayanpet,July,106.5,2023,30,0.45,7.333666667,,,NARAYANPET
Narayanpet,August,35.8,2023,29,0.45,4.489411765,,,NARAYANPET
Narayanpet,September,70.3,2023,30,0.45,3.641764706,,,NARAYANPET
Narayanpet,October,23.7,2023,29,0.45,2.92,,,NARAYANPET
Narayanpet,November,15.3,2023,26,0.45,3.423529412,,,NARAYANPET
Narayanpet,December,1.3,2023,24,0.45,4.171764706,,,NARAYANPET
Narayanpet,January,0,2024,24.5,0.45,5.405666667,,,NARAYANPET
Narayanpet,February,8.6,2024,26.5,0.45,6.013666667,,,NARAYANPET
Narayanpet,March,0.3,2024,30.5,0.45,6.588,,,NARAYANPET
Narayanpet,April,48.2,2024,34.5,0.45,7.076333333,,,NARAYANPET
Narayanpet,May,53.6,2024,37.5,0.45,8.093,,,NARAYANPET
Narayanpet,June,84.2,2024,33.5,0.45,7.788333333,,,NARAYANPET
Narayanpet,July,57.3,2024,30.5,0.45,7.333666667,,,NARAYANPET
Narayanpet,August,113.3,2024,29.5,0.45,4.489411765,,,NARAYANPET
Narayanpet,September,127,2024,30.5,0.45,3.641764706,,,NARAYANPET
Narayanpet,October,31.4,2024,29.5,0.45,2.92,,,NARAYANPET
Narayanpet,November,0.9,2024,26.5,0.45,3.423529412,,,NARAYANPET
Narayanpet,December,15.5,2024,24.5,0.45,4.171764706,,,NARAYANPET
Nirmal,January,0,2023,22,0.7,6.496904762,,,NIRMAL
Nirmal,February,0,2023,24,0.7,8.403095238,,,NIRMAL
Nirmal,March,31.5,2023,28,0.7,8.944761905,,,NIRMAL
Nirmal,April,36.4,2023,32,0.7,9.579761905,,,NIRMAL
Nirmal,May,34.8,2023,35,0.7,9.323571429,,,NIRMAL
Nirmal,June,46.5,2023,31,0.7,9.518333333,,,NIRMAL
Nirmal,July,257.4,2023,28,0.7,4.683095238,,,NIRMAL
Nirmal,August,102.6,2023,27,0.7,3.400714286,,,NIRMAL
Nirmal,September,122.2,2023,28,0.7,2.643333333,,,NIRMAL
Nirmal,October,7.2,2023,27,0.7,2.921666667,,,NIRMAL
Nirmal,November,46.2,2023,24,0.7,4.304761905,,,NIRMAL
Nirmal,December,3.2,2023,22,0.7,5.486428571,,,NIRMAL
Nirmal,January,0,2024,22.5,0.7,6.496904762,,,NIRMAL
Nirmal,February,37.1,2024,24.5,0.7,8.403095238,,,NIRMAL
Nirmal,March,9.5,2024,28.5,0.7,8.944761905,,,NIRMAL
Nirmal,April,33.7,2024,32.5,0.7,9.579761905,,,NIRMAL
Nirmal,May,33.3,2024,35.5,0.7,9.323571429,,,NIRMAL
Nirmal,June,92.2,2024,31.5,0.7,9.518333333,,,NIRMAL
Nirmal,July,111.7,2024,28.5,0.7,4.683095238,,,NIRMAL
Nirmal,August,75.3,2024,27.5,0.7,3.400714286,,,NIRMAL
Nirmal,September,145.1,2024,28.5,0.7,2.643333333,,,NIRMAL
Nirmal,October,81.2,2024,27.5,0.7,2.921666667,,,NIRMAL
Nirmal,November,32.3,2024,24.5,0.7,4.304761905,,,NIRMAL
Nirmal,December,16.1,2024,22.5,0.7,5.486428571,,,NIRMAL
Nizamabad,January,1.3,2023,23,0.64,8.907195122,,,NIZAMABAD
Nizamabad,February,0,2023,25,0.64,10.60841463,,,NIZAMABAD
Nizamabad,March,35.2,2023,29,0.64,11.42036585,,,NIZAMABAD
Nizamabad,April,40.4,2023,33,0.64,11.64703704,,,NIZAMABAD
Nizamabad,May,46.6,2023,36,0.64,10.82382716,,,NIZAMABAD
Nizamabad,June,48,2023,32,0.64,11.53444444,,,NIZAMABAD
Nizamabad,July,431.2,2023,29,0.64,7.612073171,,,NIZAMABAD
Nizamabad,August,102.9,2023,28,0.64,6.153414634,,,NIZAMABAD
Nizamabad,September,147.9,2023,29,0.64,5.525487805,,,NIZAMABAD
Nizamabad,October,41.8,2023,28,0.64,5.368414634,,,NIZAMABAD
Nizamabad,November,61.5,2023,25,0.64,6.151707317,,,NIZAMABAD
Nizamabad,December,4.5,2023,23,0.64,7.43097561,,,NIZAMABAD
Nizamabad,January,0,2024,23.5,0.64,8.907195122,,,NIZAMABAD
Nizamabad,February,6.8,2024,25.5,0.64,10.60841463,,,NIZAMABAD
Nizamabad,March,36.5,2024,29.5,0.64,11.42036585,,,NIZAMABAD
Nizamabad,April,76.2,2024,33.5,0.64,11.64703704,,,NIZAMABAD
Nizamabad,May,62.8,2024,36.5,0.64,10.82382716,,,NIZAMABAD
Nizamabad,June,83.7,2024,32.5,0.64,11.53444444,,,NIZAMABAD
Nizamabad,July,154.2,2024,29.5,0.64,7.612073171,,,NIZAMABAD
Nizamabad,August,89.4,2024,28.5,0.64,6.153414634,,,NIZAMABAD
Nizamabad,September,172.1,2024,29.5,0.64,5.525487805,,,NIZAMABAD
Nizamabad,October,42,2024,28.5,0.64,5.368414634,,,NIZAMABAD
Nizamabad,November,5.9,2024,25.5,0.64,6.151707317,,,NIZAMABAD
Nizamabad,December,28.4,2024,23.5,0.64,7.43097561,,,NIZAMABAD
Peddapalli,January,14.1,2023,23,0.52,4.919393939,,,PEDDAPALLI
Peddapalli,February,0,2023,25,0.52,5.474242424,,,PEDDAPALLI
Peddapalli,March,71.2,2023,29,0.52,5.898181818,,,PEDDAPALLI
Peddapalli,April,19.5,2023,33,0.52,6.483636364,,,PEDDAPALLI
Peddapalli,May,71.9,2023,36,0.52,6.688181818,,,PEDDAPALLI
Peddapalli,June,47.6,2023,32,0.52,6.744545455,,,PEDDAPALLI
Peddapalli,July,175,2023,29,0.52,3.683030303,,,PEDDAPALLI
Peddapalli,August,87.6,2023,28,0.52,2.95030303,,,PEDDAPALLI
Peddapalli,September,111.7,2023,29,0.52,3.149248485,,,PEDDAPALLI
Peddapalli,October,7,2023,28,0.52,3.61030303,,,PEDDAPALLI
Peddapalli,November,2.8,2023,25,0.52,4.260606061,,,PEDDAPALLI
Peddapalli,December,6.2,2023,23,0.52,4.562727273,,,PEDDAPALLI
Peddapalli,January,0,2024,23.5,0.52,4.919393939,,,PEDDAPALLI
Peddapalli,February,9.8,2024,25.5,0.52,5.474242424,,,PEDDAPALLI
Peddapalli,March,14,2024,29.5,0.52,5.898181818,,,PEDDAPALLI
Peddapalli,April,4.1,2024,33.5,0.52,6.483636364,,,PEDDAPALLI
Peddapalli,May,41.8,2024,36.5,0.52,6.688181818,,,PEDDAPALLI
Peddapalli,June,101.2,2024,32.5,0.52,6.744545455,,,PEDDAPALLI
Peddapalli,July,121.1,2024,29.5,0.52,3.683030303,,,PEDDAPALLI
Peddapalli,August,56.1,2024,28.5,0.52,2.95030303,,,PEDDAPALLI
Peddapalli,September,123.4,2024,29.5,0.52,3.149248485,,,PEDDAPALLI
Peddapalli,October,71.6,2024,28.5,0.52,3.61030303,,,PEDDAPALLI
Peddapalli,November,14.8,2024,25.5,0.52,4.260606061,,,PEDDAPALLI
Peddapalli,December,39.2,2024,23.5,0.52,4.562727273,,,PEDDAPALLI
Rajanna Sircilla,January,0.4,2023,23,0.6,6.42972973,,,RAJANNA SIRCILLA
Rajanna Sircilla,February,0,2023,25,0.6,7.944864865,,,RAJANNA SIRCILLA
Rajanna Sircilla,March,58.5,2023,29,0.6,9.642702703,,,RAJANNA SIRCILLA
Rajanna Sircilla,April,68.3,2023,33,0.6,10.52916667,,,RAJANNA SIRCILLA
Rajanna Sircilla,May,47.2,2023,36,0.6,8.331621622,,,RAJANNA SIRCILLA
Rajanna Sircilla,June,32.3,2023,32,0.6,9.641351351,,,RAJANNA SIRCILLA
Rajanna Sircilla,July,152.2,2023,29,0.6,5.108285714,,,RAJANNA SIRCILLA
Rajanna Sircilla,August,92,2023,28,0.6,3.682222222,,,RAJANNA SIRCILLA
Rajanna Sircilla,September,126.6,2023,29,0.6,3.323333333,,,RAJANNA SIRCILLA
Rajanna Sircilla,October,23.7,2023,28,0.6,2.901111111,,,RAJANNA SIRCILLA
Rajanna Sircilla,November,10.8,2023,25,0.6,3.670810811,,,RAJANNA SIRCILLA
Rajanna Sircilla,December,4.1,2023,23,0.6,5.267837838,,,RAJANNA SIRCILLA
Rajanna Sircilla,January,0,2024,23.5,0.6,6.42972973,,,RAJANNA SIRCILLA
Rajanna Sircilla,February,17.1,2024,25.5,0.6,7.944864865,,,RAJANNA SIRCILLA
Rajanna Sircilla,March,38.5,2024,29.5,0.6,9.642702703,,,RAJANNA SIRCILLA
Rajanna Sircilla,April,25,2024,33.5,0.6,10.52916667,,,RAJANNA SIRCILLA
Rajanna Sircilla,May,55.3,2024,36.5,0.6,8.331621622,,,RAJANNA SIRCILLA
Rajanna Sircilla,June,104.9,2024,32.5,0.6,9.641351351,,,RAJANNA SIRCILLA
Rajanna Sircilla,July,71,2024,29.5,0.6,5.108285714,,,RAJANNA SIRCILLA
Rajanna Sircilla,August,54,2024,28.5,0.6,3.682222222,,,RAJANNA SIRCILLA
Rajanna Sircilla,September,119,2024,29.5,0.6,3.323333333,,,RAJANNA SIRCILLA
Rajanna Sircilla,October,70.6,2024,28.5,0.6,2.901111111,,,RAJANNA SIRCILLA
Rajanna Sircilla,November,47.2,2024,25.5,0.6,3.670810811,,,RAJANNA SIRCILLA
Rajanna Sircilla,December,57.2,2024,23.5,0.6,5.267837838,,,RAJANNA SIRCILLA
Ranga reddy,January,2.9,2023,23,0.57,10.795,,,RANGA REDDY
Ranga reddy,February,0,2023,25,0.57,11.415,,,RANGA REDDY
Ranga reddy,March,46.4,2023,29,0.57,11.41,,,RANGA REDDY
Ranga reddy,April,74.1,2023,33,0.57,13.74,,,RANGA REDDY
Ranga reddy,May,77.5,2023,36,0.57,12.585,,,RANGA REDDY
Ranga reddy,June,69.8,2023,32,0.57,11.875,,,RANGA REDDY
Ranga reddy,July,140.7,2023,29,0.57,10.705,,,RANGA REDDY
Ranga reddy,August,43.2,2023,28,0.57,14.355,,,RANGA REDDY
Ranga reddy,September,111,2023,29,0.57,11.235,,,RANGA REDDY
Ranga reddy,October,8.2,2023,28,0.57,7.16,,,RANGA REDDY
Ranga reddy,November,34.2,2023,25,0.57,5.79,,,RANGA REDDY
Ranga reddy,December,6.9,2023,23,0.57,8.16,,,RANGA REDDY
Ranga reddy,January,0.3,2024,23.5,0.57,10.795,,,RANGA REDDY
Ranga reddy,February,0,2024,25.5,0.57,11.415,,,RANGA REDDY
Ranga reddy,March,8.5,2024,29.5,0.57,11.41,,,RANGA REDDY
Ranga reddy,April,28.2,2024,33.5,0.57,13.74,,,RANGA REDDY
Ranga reddy,May,82.8,2024,36.5,0.57,12.585,,,RANGA REDDY
Ranga reddy,June,72.1,2024,32.5,0.57,11.875,,,RANGA REDDY
Ranga reddy,July,58,2024,29.5,0.57,10.705,,,RANGA REDDY
Ranga reddy,August,98.1,2024,28.5,0.57,14.355,,,RANGA REDDY
Ranga reddy,September,137.2,2024,29.5,0.57,11.235,,,RANGA REDDY
Ranga reddy,October,41.1,2024,28.5,0.57,7.16,,,RANGA REDDY
Ranga reddy,November,34.8,2024,25.5,0.57,5.79,,,RANGA REDDY
Ranga reddy,December,40.2,2024,23.5,0.57,8.16,,,RANGA REDDY
Sangareddy,January,10.7,2023,23,0.59,9.752771084,,,SANGAREDDY
Sangareddy,February,0,2023,25,0.59,11.03566265,,,SANGAREDDY
Sangareddy,March,69.6,2023,29,0.59,11.91710843,,,SANGAREDDY
Sangareddy,April,96.3,2023,33,0.59,12.75156627,,,SANGAREDDY
Sangareddy,May,51.8,2023,36,0.59,12.42614458,,,SANGAREDDY
Sangareddy,June,66.5,2023,32,0.59,12.45756098,,,SANGAREDDY
Sangareddy,July,128.7,2023,29,0.59,10.40768293,,,SANGAREDDY
Sangareddy,August,36.1,2023,28,0.59,8.258219178,,,SANGAREDDY
Sangareddy,September,130.8,2023,29,0.59,7.933150685,,,SANGAREDDY
Sangareddy,October,18.5,2023,28,0.59,7.039452055,,,SANGAREDDY
Sangareddy,November,59.3,2023,25,0.59,7.591956522,,,SANGAREDDY
Sangareddy,December,2.7,2023,23,0.59,8.464473684,,,SANGAREDDY
Sangareddy,January,0.5,2024,23.5,0.59,9.752771084,,,SANGAREDDY
Sangareddy,February,1.9,2024,25.5,0.59,11.03566265,,,SANGAREDDY
Sangareddy,March,48.2,2024,29.5,0.59,11.91710843,,,SANGAREDDY
Sangareddy,April,66.5,2024,33.5,0.59,12.75156627,,,SANGAREDDY
Sangareddy,May,82.6,2024,36.5,0.59,12.42614458,,,SANGAREDDY
Sangareddy,June,64.5,2024,32.5,0.59,12.45756098,,,SANGAREDDY
Sangareddy,July,72,2024,29.5,0.59,10.40768293,,,SANGAREDDY
Sangareddy,August,113.9,2024,28.5,0.59,8.258219178,,,SANGAREDDY
Sangareddy,September,115.8,2024,29.5,0.59,7.933150685,,,SANGAREDDY
Sangareddy,October,107.8,2024,28.5,0.59,7.039452055,,,SANGAREDDY
Sangareddy,November,21.1,2024,25.5,0.59,7.591956522,,,SANGAREDDY
Sangareddy,December,31.4,2024,23.5,0.59,8.464473684,,,SANGAREDDY
Siddipet,January,0.2,2023,23,0.61,7.281791045,,,SIDDIPET
Siddipet,February,0,2023,25,0.61,8.633382353,,,SIDDIPET
Siddipet,March,64.3,2023,29,0.61,9.645671642,,,SIDDIPET
Siddipet,April,91.8,2023,33,0.61,10.40606061,,,SIDDIPET
Siddipet,May,61.7,2023,36,0.61,10.82242424,,,SIDDIPET
Siddipet,June,57,2023,32,0.61,11.00893939,,,SIDDIPET
Siddipet,July,186.6,2023,29,0.61,7.952878788,,,SIDDIPET
Siddipet,August,34.1,2023,28,0.61,6.596268657,,,SIDDIPET
